yes,I'm really sick of making my dog a birthday cake every 52 days.
yes,Knock knock who's there ? cotton ! cotton who ? cotton a trap !
no,Safer driving at the flick of a switch
no,Trump refuses to blame himself for gop 'not getting the job done'
yes,What do you call a black guy whose hitch-hiking? stranded!
no,Lebron james doesn't totally deny the possibility of starring in 'space jam 2'
yes,"Why do they say all minorities look the same? because once you've seen juan, you've seen jamaul."
no,Eve ensler wants to topple the patriarchy with 'revolutionary love'
yes,Yo momma so ugly .. her portraits hang themselves
no,Kanye west is opening 21 pablo pop-up shops this weekend
no,How to turn leftover champagne into fancy vinegar
no,Mesmerizing time-lapse video shows dad making amazing disney bedroom
yes,"Wife: you forgot to run the dishwasher again, didn't you? me:  no, why?"
no,Resume design: eye-tracking study finds job seekers have six seconds to make an impression (video)
yes,My friend is dealing with a really severe viagra addiction. he's having a hard time with it.
no,Phil collins cancels comeback shows after being rushed to hospital
yes,I nicknamed my girlfriend melody because its loudest and always on top
no,121 members of congress call for end of restrictions on gun violence research
yes,How's my life? let's just say i'm starting a lot of sentences with let's just say.
no,"Be who you are, no matter what anyone else thinks"
yes,Just imagine how good prescription cheese would be.
yes,Crazy ex girlfriends are like a box of chocolates they will kill your dog
no,The deeper reason trump's taco tweet is offensive
no,Britney spears is just a regular mom who loves embarrassing her kids
yes,Did you hear about the flying german pancakes in ww2? they were in the luftwaffle!
no,"Kellyanne conway is wearing a $3,600 coat studded with (ahem) cats"
no,Steelers coach incensed by headset situation at gillette stadium
no,The flame of beauty: reflections on a poet's journey
yes,If there's two things i've learned in life it's that i'm awful at counting.
yes,Canadian army training is 6 weeks of learning how to throw a snowball.
yes,What's black and always in the back of a police car? the seat.
no,Ole miss removes mississippi flag with confederate emblem
no,Cake fix: what to do when it sticks to the pan
no,Melania trump's davos cancellation a 'subliminal message' to donald: historian
yes,Why does the ocean have water? because the sky is *blue*
no,"Carol field, grandmother, pleads guilty to setting 18 fires across maine"
no,9 news reporters having laughing fits on live tv (video)
no,Katy perry wears american flag outfit for kids' inaugural concert (photos)
yes,I get sad around the holidays because they always remind me of how much weight i'll be gaining.
yes,Starting a cover band called a book so no one can judge us.
no,Veterinarian accused of shooting neighbors' dog in the head
no,Christina aguilera's alleged new house comes with famous neighbors (photos)
yes,I met a horse who keeps talking about the apocalypse. he told me the end is neigh.
yes,As a student the most comforting words you'll ever hear are  i haven't started either
no,The killer cookie-selling tactics of history's most brilliant girl scouts
yes,If you watch cinderella backwards its about a woman getting put in her place.
yes,"If you love something set it free,unless it's a lion. don't do that."
no,Here's how unfair the tax system is in each state
yes,Which street in france do reindeer live on? rue dolph
no,Is a death sentence really a death sentence?
no,6 beauty quick fixes for when spring allergies attack
yes,Why do time machines make you happy? they're an anti de-present.
no,Trump's new military plan will cost $150 billion -- at the very least
yes,"What is white, 12 inches long, and not a fluorescent light bulb? nothing."
yes,What's the real reason why sjws hate guns? they don't come with trigger warnings.
yes,Q: why was the chessmaster interested in foreign women? a: he wanted a czech mate.
yes,"Why did olly call the manager for help, outside the store? for the watch.."
yes,How did jamie find cersei in the long grass? satisfying.
no,How to build muscle: proven strength lessons from milo of croton
yes,What do farmers say when something is important to them? it plays a big tractor.
no,7 ways to make your home happier and more relaxing in the new year
no,Gop rep. invited a far-right troll to trump's state of the union
no,Jillian michaels talks to jay leno about motherhood (video)
yes,What do sexy farmers say all day? brown-chicken-brown-cow! and then they swagger a bit.
yes,How does stephen hawking refresh after a long day? f5
no,Tori spelling and dean mcdermott welcome fifth child together
no,"Why tuna's both cheap and expensive, plentiful and very endangered"
yes,What did simba say to his dad when he was moving too slow? mufasa!
yes,What do you get when you cross an elephant with a rhino? elephino...
no,Lawyer seeks release of teen accused of killing her allegedly abusive dad
no,April fools day 2012: 9 epic food pranks (videos)
no,Young girl's thick back hair was sign of spine problems (photo)
no,What is executive dysfunction and could your kid have it?
yes,A step-by-step guide on how to parallel park! 1) park somewhere else.
yes,How do you confuse hellen keller? give her a basketball and tell her to read it.
no,Donald trump says much needs to be 'investigated' in climate science
no,"17 years later, 'monty python' writer finally wraps 'don quixote' filming"
no,Texas is poised to elect its first latina congresswoman
yes,The water from a drinking fountain tastes like pennies and mumps.
yes,I heard they wanted to do an asian version of drive but there's already a movie called crash.
no,Are bradley cooper and suki waterhouse back together?
yes,What's a horny pirate's worst nightmare? a sunken chest with no booty.
no,Donald trump's state visit to the uk now in doubt
no,Marco rubio slams obama's speech on fighting islamophobia
no,Eating fish during pregnancy: low levels of mercury not linked to autism
no,"This guy hates christmas, so his friend pulled an amazing prank"
no,How to make oysters rockefeller without a recipe
no,Kourtney kardashian pulls a 'mean girls' move on khloe
yes,My bread factory burned down. now my business is toast.
no,Warriors embarrass the lakers to cement best start in nba history
yes,"If the sheets are still on the bed when it's over, you're doing it wrong."
yes,Strippers are a lot like magnets. they work by poles.
yes,I only drink smart water now. i think it's really helping my... my head thinking thingie.
no,Miley cyrus explains why she's never walking another red carpet
yes,To my student loans i am forever in your debt.
yes,You hear the one about the transgender student? he spent his junior year a broad.
yes,Are you a chicken farmer cause' you know how to raise a cock.
no,Ask healthy living: why do we get muscle cramps?
yes,"You know what pal, lay your own damn eggs - jerk chicken"
yes,I like my car how i like my life. duty free.
yes,Being a twitter elite is like being the most popular patient in the asylum.
yes,What did the cannibal do after he dumped his girlfriend? he wiped.
no,Astronauts take mannequin challenge to new heights in international space station
yes,The cancellation of the golden girls must have been devastating to the shoulder pad industry.
yes,"Have you seen stevie wonder's new house? no? well, it's really nice."
no,Gay couple gets married in pro hockey arena with a priest referee
no,Republicans could protect dreamers if they wanted to. but will they?
yes,What is et short for? cos he's only got little legs
yes,So i tried catching some fog today... i mist.
yes,Why did barbie never get pregnant? because ken came in a different box. badum tiss.
no,Pride in mental health: an interview with the trevor project and crisis text line
no,How to stop people pleasing in 6 simple steps
no,Thousands of new york protesters rally in solidarity for baltimore's freddie gray
no,"Shoppers boycott 'big bad' amazon, head to walmart.com"
no,"Young democrats prefer bernie sanders, new poll finds"
yes,"Look i can summon australians have you ever, ever felt like this?"
yes,Alcoholics don't run in my family they stumble around and break things
no,Sex at a wedding: survey finds huge percentage of people have hooked up at a wedding
no,'gotham' actor donal logue's missing child has been found and is safely home
yes,Did you hear about that guy who had his whole left side amputated? yeah he's all right now
yes,What's brown and sticky? (not a stick) my beyonce calendar
no,Oil's new manifest destiny stalks the great plains of north dakota
no,U.s. court to hear arguments tuesday on trump's travel ban
no,Buying guide: find the best outdoor patio umbrella for your home (photos)
yes,"F(x) walks into a bar the bartender looks at him and says sorry, we don't cater for functions"
yes,How did obama react when he heard donald trump won for president?
no,World leaders react to the reality of a trump presidency
yes,What's the most frustrating thing in the world?
yes,What do you call a cow that stopped producing milk? an udder failure.
yes,"There are 2 black men in a car, who is driving? the cops"
yes,Why did the cook go to jail? for beating the eggs and whipping the cream!
yes,Q: why was the insect kicked out of the wildlife preserve? a: it was a litterbug.
yes,Did you hear about the baby that was born in a high tech. hospital? it came out cordless!
no,Beyoncé and amal's pregnancies can change the world in a real way
no,Break out the shovels: northeast faces blizzard and winter storm watch
no,Campaign manager won't say what donald trump regrets
no,Feng shui energy in the year of the horse
yes,Why is santa's sack so big? because he only cums once a year!
no,4 ways to become a better risk taker
yes,Has anyone else's world ended yet? mayan hasn't.
no,Anne hathaway's golden globes dress 2013 rules the red carpet (photos)
yes,Your cock is so small you could use it to floss teeth.
yes,Never marry a woman who was captain of the debate team.
yes,Have you heard of the pelican? it's bill fits more than its belly can
yes,The hardest part about online dating... finding someone who clicks with you.
no,Mom photographs her daughter with animals in beautiful 12-year project
yes,"My mum was killed by cancer... wait no, my dad was a sagittarius."
yes,I like my jokes like my coffee bland
yes,Nothing says i have faith in god like the bullet proof glass on the pope's car.
no,"Real-life robots that will one day enslave humanity, ranked"
no,Inside the 2016 fight for the white working class
yes,How do you organize a space party? you planet ;)
no,Daniel craig and rachel weisz expecting first child together
no,The most silent voice is the one that yells the loudest: unearthing the spirit within
yes,"Darling, you are the most beautiful woman in this party! did you invite these guests on purpose?"
no,Fifth harmony's lauren jauregui could be amy winehouse's clone
no,The queen doesn't like prince harry's beard -- go figure
yes,Why did the knight stop using the internet? because he was sick of chainmail.
yes,You're the shampoo in the eyes of my life.
no,The giant panda is no longer listed as endangered
no,The world seems to only care about refugees when they're olympians
no,Meditation made simple: learn how to step back with headspace
yes,"Before twitter, celebrities used to sit dead for months and months completely unnoticed."
no,Why do so few americans actually observe memorial day?
yes,Four mexicans drowned over the weekend newspaper headline: quatro sinko
yes,"I always thought, hey, at least air is free ...until i bought a bag of chips."
yes,How many kids with add does it take to change a lightbulb? wanna go ride bikes?!?
no,Exercise could improve brain functioning among people with hiv
no,"#deardebbie, millennial women aren't 'complacent' about reproductive rights"
no,Baltimore quietly removed all 4 of its confederate statues overnight
no,Darren aronofsky's new tv series breaks with the hollywood playbook on climate change
yes,"I always wanted to be self-confident. well, look at me now. actually, don't."
yes,"My girlfriend has a fire crotch. or as it's scientifically known, chlamydia."
yes,Why are gay guys so good at moving? they are used to getting their shit packed
yes,What do you call a rich frog? a gold-blooded reptile.
no,Craft of the day: create a clay catch-all plate for your keys
no,Mark zuckerberg and priscilla chan announce birth of a girl with open letter
yes,Some of your timelines are my morning paper.
no,Forgiveness: the perfect gift any day of the year
yes,How to seduce a fat person? piece of cake
yes,I hope rapidly clicking this arrow on google street view counts as jogging.
no,Vergara v. california decision: teacher tenure is not the problem
yes,Went to the doctor's office for my flu shot. he promised it wouldn't hurt... insensitive prick.
yes,Have you ever smelled mothballs? how did you get their little legs apart?
yes,I ruin friend groups by always suggesting we start a band too early
yes,What do you call an operation on a rabbit?  a hare-cut.
no,Your favorite 'zootopia' bunny takes on an elephant-sized case in this cute deleted scene
no,Budget airlines' new routes lead to urbanization in asia
no,Congress expected to vote on budget to avert government shutdown
yes,Don't forget about bald guys living vicariously through their beards.
yes,Why did the chicken cross the mobius strip. to get to the same side.
no,"Bill maher explains the fiscal cliff, calls for carbon tax"
yes,Here's a bit of advice for you. advi.
yes,What did the counselor say to the hologram? you're projecting. (from star trek voyager)
yes,"69 is the kamikaze of sex. if i'm going down, you're coming with me."
yes,What is dracula's favorite pudding?  leeches and scream.
no,Search underway for missing tennessee toddler noah chamberlin
no,Jane fonda and helen mirren stole the show at paris fashion week
yes,What did the doctor say to the speeding commuter? thank you for your patients.
yes,I'm a lawyer for an orthodontist he's got me on retainer.
yes,Did you hear about the birds who wanted to go out drinking? they ended up at the crowbar.
yes,I'm sorry i can't go out tonight because of the internet.
yes,I'm no gynecologist... but i can take a look.
no,Mom uses face-painting skills to turn kids into 'something magical'
yes,It's gotta be nice being a mortician... people are always dying to meet you.
yes,What do you call a chicken at the north pole? lost.
yes,Rating all the nancy drew books i've read on goodreads so it looks like i'm smart or something.
no,Watch misty copeland dance to the heavenly sounds of cynthia erivo's voice
yes,What do we want? clickbait when do we want it? the answer will shock you.
no,Texas raids planned parenthood offices across the state
yes,Why do they call a wolf a wolf? because it goes wolf!
no,Dick cheney: iran deal will lead to first use of nuclear weapon since hiroshima and nagasaki
yes,Why do vegetarians give good head? because they are used to eating nuts!
no,Jennifer aniston style evolution: this hollywood actress always looks effortlessly chic (photos)
no,Digital identities: who are you when you're online?
yes,Dogs are just vacuums that want to be rewarded
no,Ncaa pulls all championship events from north carolina over anti-lgbt laws
yes,Whats the difference between dawn and dusk? d(sun)/dt *facepalm* i'll see myself out.
yes,What do you call it when you get stuck into a shotgun wedding with a czech? checkmate!
no,Women's history month artists: celebrating whm with marlene dumas as the eight of hearts
no,Girl catches 5-pound bass with barbie fishing pole in adorable father-daughter adventure
yes,What's hard and pink? a pig with a flick knife.
yes,What do tampons and white women have in common? they are both stuck up cunts.
no,"60 years after brown v. board, america's school boards call for vigilance"
yes,What do people who don't like the slippery slope argument call it? the slippery slope fallacy
no,Disneyland travel: 14 official and unofficial streets inside disneyland (photos)
yes,Why was the fruit/vegetable hybrid upset? he was a melon-cauliflower.
yes,What do you call a racist 19th century artist? oppressionist
yes,If attacked by a pack of clowns.... go for the juggler.
yes,How much do pirates pay for earrings? about a buck an ear.
no,Civilian death toll mounts as iraqi forces push on in mosul
no,A step by step to vacationing in the mountains
no,4 steps to add joy to your life
no,5 hotel steals: columbus day weekend & beyond
no,Lanvin summer 2012 ad: we hope you like snakes (video)
yes,What's a pirate's favorite sexual partner? can't legally consent because they're retarrrrrrrrded.
yes,I knew you'd come crawling back the minute i stole your wheelchair
no,How to fix 4 common gardening problems using technology
yes,A black man walks into a bar. the bartender says get out!
no,Potential pick for solicitor general removes name from consideration
yes,"What did the stoplight say to the car? don't look, i'm changing!"
no,An invitation to do something about the environment
no,Trevor noah: trump's first week proves he's a bad businessman
no,Leader of oakland artist collective sparks outrage for focusing on himself after deadly fire
no,It's time to stop calling black protesters 'unpatriotic'
yes,"Why is 17 called the mother-in-law in black jack? because you wanna hit it, but sometimes you cant."
yes,"My mother was so overprotective we were only allowed to play rock, paper."
no,What did the 2012 election mean for the d.c. arts community?
yes,You guys i found this new great birth control called pregnant women posting pictures on facebook.
no,Joe kennedy iii reveals how his gop counterparts really feel about donald trump's tweets
yes,"Yo momma is so fat, shes got more coverage than my cell phone provider"
no,Gay holidays: 5 tips on how to enjoy them now that you've come out
yes,There are only two four letter words that are  offensive to men: don't and stop.
no,Everything you thought you knew about doing laundry is wrong
no,An autopsy for the dismal second season of 'yes detective'
yes,"Your grandparents used to kiss with tongues, probably"
yes,"Roses are red, violets are blue.. no, wait.. fuck, now they're black."
yes,"Knock, knock! who's there? alzheimer's! alzheimer's who? knock, knock!"
no,Walmart workers plan black friday protests over wages
no,What if the sunday shows booked ordinary americans to discuss the budget?
no,Mubarak's case is a ‘trial of egypt's revolution'
yes,Why did the germ cross the microscope? to get to the other slide!
no,Here's a full list of the beef products recalled this weekend
yes,What's the only planet that gives a crap? uranus.
yes,Homework. the teachers' way of knowing how smart the parent is.
yes,Did you know... 3/2 of the world's population sucks at fractions?
yes,What's the difference between an oral and a rectal thermometer? the taste.
no,Congressman to chris christie: stop using my intern's murder for political gain
no,"Chris christie really, really likes bruce springsteen's 'born to run'"
yes,"Two mice chewing on a film roll one of them goes, i think the book was better"
no,Records show numerous complaints against officer who staged his suicide
no,National eating disorders awareness week: get in the know
no,Bryan cranston is moving to canada if trump gets elected next week
no,Worker dies at minnesota vikings' stadium construction site
no,Margaret sullivan took the new york times public editor role into the digital age
no,Here's your complete guide to 2014 fall tv premieres
no,Cliveden house's new 57-foot slide is insane (photos)
no,Disturbing report makes compelling case for decriminalizing drug possession
yes,How do red necks celebrate halloween? pump kin
yes,"What's the difference between a cow and the bible? you can't milk a cow for 2,000 years."
yes,The crack of dawn is probably just as good as the crack you get at midnight.
no,Meet the mother-daughter duo who brought elf on the shelf to life in a big way
yes,Nothing is creepier than driving next to someone on the highway at the exact same speed.
no,'harry potter' play has magical record-breaking turn at award show
no,Winter storm brings ice and freezing rain to central u.s.
yes,Your cubicle must be full of ghost and owls because all i hear over there is booo hooo
yes,The farmer's wife just ran off with a farm equipment salesman. she wrote him a john deere letter.
no,Vladimir putin denies donald trump revealed classified information in russia meeting
yes,'ukraine's crisis has been caused by the west.' - putin
yes,"Imagine a masonry wall... now, picture just one piece of it... this, my friends, is a mental block."
yes,Did you hear helen keller was an atheist? i guess she never saw the light.
yes,What does a leper say to a prostitute? just leave it...ill be back tomorrow.
no,"Mirabegron, overactive bladder drug, works but liver and heart concerns raised"
no,Why your purse is giving you back pain... and 11 ways to fix it
no,A brief travel guide to the republic of macedonia
no,Gay rapper releases first music video since 2014 gay-bashing broke 7 facial bones
yes,How did mitt romney get a 14% tax rate? he claimed 47% of america as dependents.
no,The ultimate grocery cheat sheet for busy parents
no,Top 10 ways members of congress are like toddlers
no,"White christmas weather 2012: new york, pennsylvania and new jersey may see holiday snow"
no,Top tips for picking the right cruise stateroom
yes,"I was really bad in school. i failed maths so many times, i can't even count."
yes,Q: why did bill clinton cross the road? a: to meet the chick.
yes,What is hillary clinton's favorite dice game? benghahtzee.
no,Man who's blind in 1 eye forms bond with unwanted puppy born with 1 eye
yes,Why don't the borg procreate naturally? because they prefer artificial assimilation.
yes,What does the illuminati smell like? new world odor
yes,"What do a clitoris,an anniversary and a toilet have in common??? men usually miss all three."
yes,What do you call a chinese millionaire? cha-ching
no,What happened to gop's deep bench of governors?
yes,What did treebeard say when he took a piss? release the riverrr!!!!!!!
yes,That show scrubs is bullshit. not one person in this hospital joined in my song and dance number.
yes,If jared fogle gets any rounder he may go full circle.
no,A bioengineered tree could revive america's once-vast chestnut forests
no,Lance armstrong reportedly buys new home on austin lake in texas (photos)
yes,Great news! if you quit being cunty the whole world will stop being against you!
no,Weed activists at the democratic convention celebrated progress in style
yes,I know why my saturdays are so shitty now... because there's always a turd in it.
no,'the physical attraction' -- why americans should have an annual medical exam
no,This week's pint-sized style crush is the cutest thing you'll see all day
yes,Dark humor is like food only some people get it
yes,"A mexican plays uno, and steals all the green cards.."
yes,A guy drove his expensive car into a tree... that's when he learned how the mercedes bends
no,Occupy louisville protestors arrested after clash with police at chase bank in kentucky
no,Artist spends 200 hours resurrecting centuries-old tradition of tapestry making
no,How daily naps can improve your overall health and well-being
yes,What do you call a punch that can kill 20 kids and 6 adults? a sandy hook.
no,Kris jenner turned all the way up for drunken valentine's day karaoke
no,Health and climate change: an urgent need for action
yes,Do a little dance... drink a lot of rum... fall down tonight...
yes,What happened to the gun that kept randomly shooting? he got fired.
no,Man is fatally shot by police responding to burglary at his home
no,A brief history of that time disneyland employed live mermaids
yes,How did the cheerleader get magic aids? a magic johnson.
no,Trump picks trading firm founder vincent viola for army secretary
yes,There's a hole in the nudist camp wall... the police are looking into it.
no,Nonprofit risk and crisis management: challenges for the 21st century
yes,Did you hear about the skinny guy that visited alaska? i guess he came back a husky fucker.
yes,Is it offensive to refer to egyptians as mummies?
no,From pizza to zoodles: 5 fabulous ways to use pesto
yes,Why did the chicken cross the road? the aristocrats.
yes,"There are 10 types of people. ones who understand binary, and ones that don't."
no,Leaving the next generation an empty bag: the big mop-up
yes,"The more complex the handshake, the less complex the individual."
no,Diary of a young professional: dang it! i have to network
yes,Why is lettuce my favorite vegetable? just cos.
no,Let's say our goodbyes to these terrible beauty trends of 2015
yes,What dog loves to take bubble baths ? a shampoodle !
no,"We're a nation at war, but will it ever end?"
no,Women on clinton and sanders campaigns allege sexual harassment
no,Community collection's joomi lim bracelet buys orthopedic dog beds for senior pooches (photos)
yes,What do you call a dinosaur with explosive diarrhea? a shitty-sore-ass.
no,"This cafe doesn't have pumpkin spice, but it does have puppies"
yes,I asked my french friend if he watched superbowl... ...he said bowling is not so big in europe.
no,Republicans want answers from trump about comey firing
yes,I would never buy a plastic 3d printed car unless it came with abs.
no,5 ways to have a better relationship with food
no,"People are overrated, not cities: a brief retort to david landsel"
yes,Coworkers: hey! it's your two favorite people here to ask you a question! me: where?
yes,If johnny has $20 and tyrone takes $16... what color is tyrone?
no,5 ways to connect with a dying loved one
yes,A guy walks into a bar... he said ouch.
yes,What do a drunken cat and the pope have in common? they're both catholics.
yes,Why can't stevie wonder see his mates? because he's married.
no,Jack ryan: shadow recruit has a perfect leading man in chris pine
no,Fat jokes in children's movies are a lot more common than you think
no,Murdoch-owned ny post urges trump to act on gun control to 'stop the slaughter'
yes,I have a lot in common with my brake rotors.. we're both warped and barely functioning.
yes,I thought twerking was tweeting at work that's how out of the loop i am
yes,My friend woke up this morning in fits of laughter. i think he must have slept funny.
no,"Santa claus obesity: santa is getting fatter, may be bad influence on children"
yes,I'm so lazy i bought a black snuggie for funerals.
yes,"I saw a group of children crying during my visit to kiev so i said, what ukraine for?"
yes,Nasa spent 1.5mil on a pen that works in space. russia putin a pencil.
yes,Did you hear what they called the new dog breed from israel? the penny pinscher
no,The one diet that can cure most disease: part i
yes,I'm really glad they invented shampoo. imagine having to wash your hair with real poo?
no,There's a reason zika virus became a pandemic in 2015
yes,If 50 shades of grey were in the nfl... ...it'd be on the commissioner's exempt list.
yes,"Why i un-installed league of legends. to pass my exams, what did you expect?"
yes,I named my eraser confidence it gets smaller every time i make a mistake.
no,‘black panther’ female warriors take center stage in new spinoff
no,9 things i didn't know i'd love about being a parent
yes,What do you call four rats on a mathematical equation? a quadratic equation :)
yes,Yesterday i gave my seat to a blind man today i lost my job as a bus driver
yes,"What do you call a short mexican? a paragraph, hes not a full essay yet."
no,Apple eyes fix for chip flaw leaving consumers without secure web browsing
yes,Dark humor is like food... not everyone get it...
yes,So many good trailers; so few good movies.
no,Press play for politics: my struggle to compose a georgian weapon against russia
yes,There is a james brown impersonator in south korea. he's known as the godfather of seoul.
yes,What's the difference between trump and bush? trump builds towers and bush knocks them down.
yes,Books keep falling on my head.... i've only got myshelf to blame
yes,How do you circumcise a redneck? kick his sister's chin.
yes,My neighbor's kids said they loved sneakers. they're huge vans of them.
yes,I cant believe ashton kutcher made the apple computer and iphones. thank you ashton
no,This is what madonna said when asked if drake was a good kisser
no,Every way with mac and cheese burgers (photos)
no,Lucasfilm & disney aren't too fond of amy schumer's gq cover
yes,What do men who receive compressed porn files do when they are alone? they unzip.
no,What’s happening at cal shows the crap female reporters deal with
no,We just completed a full year of record-hot months
no,Eu doesn't want the u.s. spying on european citizens
yes,Its all fun and games until someone loses an i?. then we cant play scrabble anymor
yes,"Yes, i absolutely want to hear about your cat's medication."
yes,"If a fish was trying to catch humans, what would the sport be called? bass murderering"
yes,What did the hobo get for christmas? nothing.
yes,I want to china town today i saw a lot of wangs.
yes,Q: how old is tyrion lannister? a: peter dinkl-age
yes,Dear sepp blatter... there's only one robert mugabe... yours truly... life
no,Friends of quinn: sam's life with learning disabilities (video)
no,Pinocchio lizard rediscovered in ecuador after being thought extinct for 50 years
no,Porn actress confirmed trump affair in unpublished 2011 interview
no,Chewbacca just got himself a 'chewbacca mom' mask
no,Samantha bee goes full 'schoolhouse rock' with video about rape kit bill
yes,If i had a parrot i'd teach it to say i know where they buried the bodies
yes,"I don't have any white friends, so i guess you could call me... crackalackin"
no,Cara delevingne gets candid about her battle with depression
no,"For a legendary weekend like neil patrick harris, drink this"
no,10 tips for a good tip when i take my kids out to eat
yes,Where is the biggest jews concentration? in the air.
yes,"I've been hit by a car before, you don't want to go down that road."
yes,If evolution is real how come? monkeys still throw their poop underhanded
yes,"Hi, i'm going to tell a dad joke! hi im going to tell a dad joke, i'm dad!"
no,University of illinois chancellor resigning following multiple controversies
yes,Is okay to laugh if hitler jokes are considered to be the vorst?
yes,You know what's a cool job?: mirror inspector i could really see my self doing it.
yes,Do you know why lions eat raw meat? because lions don't know how to cook.
no,"Michelle obama 'let's move!' tour: two outfits, one day! (photos)"
no,"Britain's largest cave, gaping gill, is magical and you can explore it"
yes,A man walks into a bar and goes right through it because hes a t1000
no,Reuters journalist leaves iraq after being threatened over story
yes,Chuck norris doesn't step on toes. chuck norris steps on necks.
yes,"Babies are really expensive, which is why all the ones in babies r us don't have price tags."
yes,Me: my cat isn't overweight; she's just big-boned vet: this is a dog
yes,How do we know cats are communists? all they ever say is mao.
yes,You say lasagna. i say spaghetti cake. because my 3 year old won't eat lasagna.
no,How to evolve your egg sandwich in five easy steps
no,This might just be the worst slide in the world
no,Adam pally escorted offstage for trashing terrible award show while he presented
yes,Abstinence makes the arm grow stronger... at least one of them anyway.
yes,Why did the reindeer wear sunglasses at the beach ? because he didn't want to be recognised !
no,Why ecuador will always be the ultimate retirement haven
no,"Jon stewart's farewell to fox news: ‘adios, motherf**kers!'"
no,Why new drug approvals are at a six-year low in the u.s.
no,Celebrity divorce: the most surprising splits of summer
no,This mayor wants his city to be the first in the u.s. with a supervised heroin injection site
no,How to stop worrying and love artificial intelligence
no,Sprout home plant of the week: chinese lantern
yes,What's round and hard and full of acidic semen? a jewish submarine.
yes,What is the best thing about having sex with twenty nine years olds? there are twenty of them.
yes,Made plans to exercise with a friend and now i have to go get in a car accident.
no,Struggling to talk to your teenager? the greatest lesson i ever learned.
no,Price difference between these near-identical bags is astounding
yes,What does an iphone 7 and the titanic have in common? the end has no jack.
no,Dwayne wade's ex talks custody battle on ‘dr. phil'
yes,I put my phone on airplane mode and now i can't find it...
yes,Wife: where are our seats? hamlet: 2b... wife: there are people there hamlet: or not 2b
no,Dad's fake movie poster gives bedtime with a toddler the dramatic treatment it deserves
yes,"Joke 2 - what weighs 15,000 pounds and combs her red hair with a fork? princess arielephant"
no,"'sharps' injuries could pose hiv, hepatitis risk to surgeons"
no,Seth rogen won't do siriusxm press tour because of steve bannon
yes,Whats the devil's favorite meal? fillet of soul
no,Claire danes and hugh dancy shine at the emmys
no,White house wannabes drawing 2016 battle lines in furious money chase
yes,Do you know how many heart attacks i had to fake before they sent you.
no,My best friend's death (wish it were wedding)
yes,"Did you hear, john wayne bobbit got his penis cut off again? isn't that redickless?"
